1388097796159,55.58,55,38.1,true,0,
1388097857004,55.58,55,38.0,true,0,
1388097917847,55.58,55,38.1,true,0,
1388097978671,55.58,55,38.0,true,0,
1388098039497,55.58,55,38.1,true,0,
1388098100372,55.58,55,38.1,true,0,
1388098161216,55.58,55,37.9,true,0,
1388098222044,55.58,55,38.1,true,0,
1388098282869,55.58,55,38.3,true,0,
1388098343695,55.58,55,38.3,true,0,
1388098404573,55.76,55,38.1,true,0,
1388098465440,55.76,55,38.2,true,0,
1388098526307,55.76,55,37.9,true,0,
1388098587131,55.940002,55,38.4,true,0,
1388098647955,55.940002,55,38.3,true,0,
1388098708785,55.940002,55,38.3,true,0,
1388098769665,55.940002,55,38.0,true,0,
1388098830515,55.940002,55,37.4,true,0,
1388098891355,55.76,55,37.4,true,0,
1388098952229,55.940002,55,38.1,true,0,
1388099012358,56.12,55,38.1,false,0,
1388099073314,56.3,55,39.0,true,0,
1388099134180,56.3,55,37.8,false,0,
1388099195030,56.3,55,37.5,true,0,
1388099255871,56.3,55,37.6,false,0,
1388099317639,56.12,55,37.8,true,0,
1388099378481,56.3,55,37.4,false,0,
1388099439322,56.3,55,37.6,false,0,
1388099500163,56.12,55,37.5,false,0,
1388099561051,55.940002,55,37.7,false,0,
1388099622915,55.76,55,37.6,false,0,
1388099683749,55.76,55,37.8,false,0,
1388099744640,55.76,55,37.9,false,0,
1388099805499,55.76,55,38.3,false,0,
1388099866341,55.76,55,38.3,false,0,
1388099928196,55.76,55,38.7,false,0,
1388099989029,55.76,55,38.6,false,0,
1388100050216,55.76,55,38.7,false,0,
1388100111054,55.76,55,39.4,false,0,
1388100171918,55.76,55,38.3,false,0,
1388100233849,55.76,55,38.2,true,0,
1388100294730,55.940002,55,38.5,false,0,
1388100355554,55.76,55,38.2,true,0,
1388100416380,55.940002,55,38.2,true,0,
1388100478266,55.76,55,37.9,true,0,
1388100539093,55.940002,55,38.2,false,0,
1388100599917,55.76,55,37.9,false,0,
1388100660742,55.76,55,38.0,true,0,
1388100721947,55.940002,55,38.2,false,0,
1388100783806,55.940002,55,37.9,false,0,
1388100844639,55.940002,55,37.8,true,0,
1388100905464,55.940002,55,38.1,false,0,
1388100966287,55.940002,55,38.2,false,0,
1388101027108,55.940002,55,37.9,false,0,
1388101089058,55.940002,55,37.6,false,0,
1388101149896,55.940002,55,37.9,false,0,
1388101210734,55.940002,55,38.6,true,0,
1388101271563,56.12,55,38.4,false,0,
1388101332425,56.12,55,38.1,true,0,
1388101394515,56.12,55,37.9,false,0,
1388101455387,56.12,55,37.7,false,0,
1388101516229,56.12,55,37.6,false,0,
1388101577072,56.66,55,38.0,false,0,
1388101637916,57.2,55,37.5,false,0,
1388101699695,57.2,55,37.5,false,0,
1388101760541,57.02,55,37.0,true,0,
1388101821388,57.02,55,36.7,false,0,
1388101882235,56.84,55,37.0,false,0,
1388101943274,56.84,55,36.9,true,0,
1388102005102,56.66,55,36.9,true,0,
1388102065946,56.48,55,37.0,true,0,
1388102126787,56.48,55,37.4,false,0,
1388102187638,56.3,55,37.5,false,0,
1388102248509,56.3,55,37.6,true,0,
1388102310388,56.48,55,40.9,true,0,
1388102371229,56.66,55,38.0,true,0,
1388102432118,56.66,55,38.0,true,0,
1388102492960,56.48,55,37.1,true,0,
1388102553837,56.48,55,37.1,true,0,
1388102618984,56.48,55,37.4,false,1,
1388102681137,56.48,55,37.7,false,1,
1388102742015,56.3,55,37.4,false,1,
1388102802965,56.3,55,37.4,true,1,
1388102863859,56.3,55,37.6,true,1,
1388102925770,56.12,55,37.7,true,1,
1388102986655,56.12,55,37.9,true,1,
1388103047975,56.12,55,37.9,true,1,
1388103108900,56.12,55,37.8,true,1,
1388103169798,56.12,55,37.8,true,1,
1388103230725,56.12,55,38.3,true,1,
1388103291593,55.940002,55,37.9,true,1,
1388103352520,55.940002,55,39.0,true,1,
1388103413445,55.940002,55,39.3,true,1,
1388103475434,55.940002,55,38.0,true,1,
1388103536300,55.940002,55,38.6,true,1,
1388103597228,56.48,55,38.7,true,1,
1388103606953,56.66,55,38.7,true,0,
1388103667878,57.02,55,38.1,true,0,
1388103729082,57.02,55,38.0,true,0,
1388103790027,56.84,55,37.9,true,0,
1388103852704,56.84,55,38.0,false,0,
1388103913588,56.84,55,38.4,false,0,
1388103974612,56.84,55,38.0,false,0,
1388104035443,56.66,55,37.8,false,0,
1388104096266,56.48,55,38.0,true,0,
1388108546939,56.12,55,38.2,false,0,
1388108608961,56.12,55,37.8,false,0,
1388108669822,56.12,55,37.8,false,0,
1388108730701,56.12,55,38.0,true,0,
1388108791972,56.12,55,38.1,true,0,
1388108852837,56.12,55,38.1,true,0,
1388108914837,56.12,55,37.9,true,0,
1388108975759,56.12,55,37.9,true,0,
1388109007275,56.3,55,38.0,true,0,
1388109069213,56.3,55,37.7,false,0,
1388109130116,56.3,55,38.2,false,0,
1388109190997,56.3,55,37.9,true,0,
1388109251936,56.3,55,38.1,true,0,
1388109312825,56.3,55,37.8,true,0,
1388109373651,56.3,55,37.8,true,0,
1388109434661,56.12,55,37.9,true,0,
1388109495544,56.3,55,38.3,true,0,
1388109556411,56.3,55,38.0,true,0,
1388109617255,56.3,55,38.9,true,0,
